date,value
20-11-2021 15:27,2845
21-11-2021 15:27,2827
22-11-2021 15:27,2806
23-11-2021 15:27,2813
24-11-2021 15:27,2812
25-11-2021 15:27,2876
26-11-2021 15:27,2840
27-11-2021 15:27,2867
28-11-2021 15:27,2855
29-11-2021 15:27,2808
30-11-2021 15:27,2837
01-12-2021 15:27,2819
02-12-2021 15:27,2841
03-12-2021 15:27,2805
04-12-2021 15:27,2834
05-12-2021 15:27,2847
06-12-2021 15:27,2865
07-12-2021 15:27,2807
08-12-2021 15:27,2851
09-12-2021 15:27,2811
10-12-2021 15:27,2932
11-12-2021 15:27,2865
12-12-2021 15:27,2867
13-12-2021 15:27,2852
14-12-2021 15:27,2881
15-12-2021 15:27,2876
16-12-2021 15:27,2823
17-12-2021 15:27,2830
18-12-2021 15:27,2899
19-12-2021 15:27,2853
20-12-2021 15:27,2878
21-12-2021 15:27,2859
22-12-2021 15:27,2830
23-12-2021 15:27,2837
24-12-2021 15:27,2885
25-12-2021 15:27,2846
26-12-2021 15:27,2889
27-12-2021 15:27,2907
28-12-2021 15:27,2822
29-12-2021 15:27,2857
30-12-2021 15:27,2916
31-12-2021 15:27,2887
01-01-2022 15:27,2877
02-01-2022 15:27,2923
03-01-2022 15:27,2854
04-01-2022 15:27,2905
05-01-2022 15:27,2858
06-01-2022 15:27,2918
07-01-2022 15:27,2918
08-01-2022 15:27,2907
09-01-2022 15:27,2885
10-01-2022 15:27,2871
11-01-2022 15:27,2932
12-01-2022 15:27,2919
13-01-2022 15:27,2952
14-01-2022 15:27,2927
15-01-2022 15:27,2917
16-01-2022 15:27,2855
17-01-2022 15:27,2905
18-01-2022 15:27,2852
19-01-2022 15:27,2931
20-01-2022 15:27,2891
21-01-2022 15:27,2888
22-01-2022 15:27,2955
23-01-2022 15:27,2969
24-01-2022 15:27,2883
25-01-2022 15:27,2898
26-01-2022 15:27,2920
27-01-2022 15:27,2938
28-01-2022 15:27,2937
29-01-2022 15:27,2973
30-01-2022 15:27,2972
31-01-2022 15:27,2958
01-02-2022 15:27,3005
02-02-2022 15:27,2988
03-02-2022 15:27,2952
04-02-2022 15:27,2919
05-02-2022 15:27,2896
06-02-2022 15:27,2986
07-02-2022 15:27,2995
08-02-2022 15:27,2940
09-02-2022 15:27,2921
10-02-2022 15:27,2960
11-02-2022 15:27,2954
12-02-2022 15:27,2946
13-02-2022 15:27,2991
14-02-2022 15:27,3001
15-02-2022 15:27,2990
16-02-2022 15:27,2962
17-02-2022 15:27,2996
18-02-2022 15:27,2939
19-02-2022 15:27,3005
20-02-2022 15:27,3016
21-02-2022 15:27,2974
22-02-2022 15:27,3001
23-02-2022 15:27,3005
24-02-2022 15:27,3029
25-02-2022 15:27,3021
26-02-2022 15:27,3027
27-02-2022 15:27,2938
28-02-2022 15:27,3082
01-03-2022 15:27,3015
02-03-2022 15:27,3021
03-03-2022 15:27,3045
04-03-2022 15:27,3009
05-03-2022 15:27,3098
06-03-2022 15:27,2990
07-03-2022 15:27,3056
08-03-2022 15:27,2995
09-03-2022 15:27,3037
10-03-2022 15:27,3056
11-03-2022 15:27,3025
12-03-2022 15:27,3043
13-03-2022 15:27,3001
14-03-2022 15:27,3023
15-03-2022 15:27,3057
16-03-2022 15:27,3044
17-03-2022 15:27,3037
18-03-2022 15:27,3030
19-03-2022 15:27,3087
20-03-2022 15:27,2986
21-03-2022 15:27,3020
22-03-2022 15:27,3081
23-03-2022 15:27,3057
24-03-2022 15:27,2990
25-03-2022 15:27,3095
26-03-2022 15:27,3037
27-03-2022 15:27,3054
28-03-2022 15:27,3104
29-03-2022 15:27,3054
30-03-2022 15:27,3121
31-03-2022 15:27,3090
01-04-2022 15:27,3065
02-04-2022 15:27,3103
03-04-2022 15:27,3120
04-04-2022 15:27,3081
05-04-2022 15:27,3047
06-04-2022 15:27,3062
07-04-2022 15:27,3101
08-04-2022 15:27,3144
09-04-2022 15:27,3091
10-04-2022 15:27,3127
11-04-2022 15:27,3134
12-04-2022 15:27,3105
13-04-2022 15:27,3130
14-04-2022 15:27,3116
15-04-2022 15:27,3105
16-04-2022 15:27,3049
17-04-2022 15:27,3124
18-04-2022 15:27,3084
19-04-2022 15:27,3086
20-04-2022 15:27,3083
21-04-2022 15:27,3089
22-04-2022 15:27,3148
23-04-2022 15:27,3163
24-04-2022 15:27,3115
25-04-2022 15:27,3148
26-04-2022 15:27,3141
27-04-2022 15:27,3112
28-04-2022 15:27,3118
29-04-2022 15:27,3150
30-04-2022 15:27,3119
01-05-2022 15:27,3118
02-05-2022 15:27,3144
03-05-2022 15:27,3184
04-05-2022 15:27,3140
05-05-2022 15:27,3142
06-05-2022 15:27,3170
07-05-2022 15:27,3120
08-05-2022 15:27,3130
09-05-2022 15:27,3187
10-05-2022 15:27,3178
11-05-2022 15:27,3138
12-05-2022 15:27,3077
13-05-2022 15:27,3130
14-05-2022 15:27,3215
15-05-2022 15:27,3075
16-05-2022 15:27,3128
17-05-2022 15:27,3108
18-05-2022 15:27,3111
19-05-2022 15:27,3164
20-05-2022 15:27,3139
21-05-2022 15:27,3209
22-05-2022 15:27,3142
23-05-2022 15:27,3140
24-05-2022 15:27,3170
25-05-2022 15:27,3136
26-05-2022 15:27,3099
27-05-2022 15:27,3177
28-05-2022 15:27,3160
29-05-2022 15:27,3102
30-05-2022 15:27,3209
31-05-2022 15:27,3134
01-06-2022 15:27,3161
02-06-2022 15:27,3108
03-06-2022 15:27,3138
04-06-2022 15:27,3151
05-06-2022 15:27,3176
06-06-2022 15:27,3120
07-06-2022 15:27,3144
08-06-2022 15:27,3153
09-06-2022 15:27,3144
10-06-2022 15:27,3209
11-06-2022 15:27,3159
12-06-2022 15:27,3126
13-06-2022 15:27,3137
14-06-2022 15:27,3130
15-06-2022 15:27,3189
16-06-2022 15:27,3097
17-06-2022 15:27,3097
18-06-2022 15:27,3094
19-06-2022 15:27,3075
20-06-2022 15:27,3112
21-06-2022 15:27,3162
22-06-2022 15:27,3159
23-06-2022 15:27,3129
24-06-2022 15:27,3089
25-06-2022 15:27,3098
26-06-2022 15:27,3114
27-06-2022 15:27,3148
28-06-2022 15:27,3151
29-06-2022 15:27,3095
30-06-2022 15:27,3119
01-07-2022 15:27,3099
02-07-2022 15:27,3069
03-07-2022 15:27,3111
04-07-2022 15:27,3116
05-07-2022 15:27,3152
06-07-2022 15:27,3098
07-07-2022 15:27,3115
08-07-2022 15:27,3091
09-07-2022 15:27,3056
10-07-2022 15:27,3146
11-07-2022 15:27,3102
12-07-2022 15:27,3081
13-07-2022 15:27,3080
14-07-2022 15:27,3103
15-07-2022 15:27,3084
16-07-2022 15:27,3090
17-07-2022 15:27,3124
18-07-2022 15:27,3082
19-07-2022 15:27,3049
20-07-2022 15:27,3059
21-07-2022 15:27,3138
22-07-2022 15:27,3067
23-07-2022 15:27,3072
24-07-2022 15:27,3101
25-07-2022 15:27,3061
26-07-2022 15:27,3105
27-07-2022 15:27,3057
28-07-2022 15:27,3066
29-07-2022 15:27,3087
30-07-2022 15:27,3026
31-07-2022 15:27,3090
01-08-2022 15:27,2992
02-08-2022 15:27,3065
03-08-2022 15:27,3006
04-08-2022 15:27,2997
05-08-2022 15:27,3042
06-08-2022 15:27,3096
07-08-2022 15:27,3044
08-08-2022 15:27,3047
09-08-2022 15:27,3029
10-08-2022 15:27,3007
11-08-2022 15:27,3059
12-08-2022 15:27,3012
13-08-2022 15:27,3008
14-08-2022 15:27,3069
15-08-2022 15:27,3038
16-08-2022 15:27,3014
17-08-2022 15:27,2988
18-08-2022 15:27,3038
19-08-2022 15:27,2996
20-08-2022 15:27,3020
21-08-2022 15:27,3016
22-08-2022 15:27,3065
23-08-2022 15:27,3025
24-08-2022 15:27,3013
25-08-2022 15:27,2969
26-08-2022 15:27,2998
27-08-2022 15:27,3004
28-08-2022 15:27,3045
29-08-2022 15:27,3005
30-08-2022 15:27,3018
31-08-2022 15:27,2941
01-09-2022 15:27,2953
02-09-2022 15:27,2910
03-09-2022 15:27,2955
04-09-2022 15:27,2998
05-09-2022 15:27,2935
06-09-2022 15:27,2969
07-09-2022 15:27,2958
08-09-2022 15:27,2927
09-09-2022 15:27,2924
10-09-2022 15:27,2972
11-09-2022 15:27,2897
12-09-2022 15:27,2924
13-09-2022 15:27,2951
14-09-2022 15:27,2912
15-09-2022 15:27,2928
16-09-2022 15:27,2926
17-09-2022 15:27,2975
18-09-2022 15:27,2992
19-09-2022 15:27,2899
20-09-2022 15:27,2905
21-09-2022 15:27,2910
22-09-2022 15:27,2910
23-09-2022 15:27,2939
24-09-2022 15:27,2997
25-09-2022 15:27,2940
26-09-2022 15:27,2891
27-09-2022 15:27,2962
28-09-2022 15:27,2919
29-09-2022 15:27,2958
30-09-2022 15:27,2870
01-10-2022 15:27,2902
02-10-2022 15:27,2923
03-10-2022 15:27,2931
04-10-2022 15:27,2905
05-10-2022 15:27,2906
06-10-2022 15:27,2913
07-10-2022 15:27,2920
08-10-2022 15:27,2906
09-10-2022 15:27,2987
10-10-2022 15:27,2872
11-10-2022 15:27,2883
12-10-2022 15:27,2876
13-10-2022 15:27,2913
14-10-2022 15:27,2921
15-10-2022 15:27,2845
16-10-2022 15:27,2917
17-10-2022 15:27,2906
18-10-2022 15:27,2902
19-10-2022 15:27,2885
20-10-2022 15:27,2791
21-10-2022 15:27,2793
22-10-2022 15:27,2902
23-10-2022 15:27,2868
24-10-2022 15:27,2858
25-10-2022 15:27,2888
26-10-2022 15:27,2855
27-10-2022 15:27,2869
28-10-2022 15:27,2913
29-10-2022 15:27,2909
30-10-2022 15:27,2861
31-10-2022 15:27,2939
01-11-2022 15:27,2848
02-11-2022 15:27,2820
03-11-2022 15:27,2874
04-11-2022 15:27,2863
05-11-2022 15:27,2871
06-11-2022 15:27,2891
07-11-2022 15:27,2794
08-11-2022 15:27,2812
09-11-2022 15:27,2863
10-11-2022 15:27,2827
11-11-2022 15:27,2866
12-11-2022 15:27,2872
13-11-2022 15:27,2824
14-11-2022 15:27,2841
15-11-2022 15:27,2818
16-11-2022 15:27,2872
17-11-2022 15:27,2824
18-11-2022 15:27,2893
19-11-2022 15:27,2870
20-11-2022 15:27,2874
21-11-2022 15:27,2891
22-11-2022 15:27,2833
23-11-2022 15:27,2860
24-11-2022 15:27,2915
25-11-2022 15:27,2868
26-11-2022 15:27,2871
27-11-2022 15:27,2844
28-11-2022 15:27,2875
29-11-2022 15:27,2837
30-11-2022 15:27,2842
01-12-2022 15:27,2843
02-12-2022 15:27,2864
03-12-2022 15:27,2860
04-12-2022 15:27,2819
05-12-2022 15:27,2891
06-12-2022 15:27,2910
07-12-2022 15:27,2875
08-12-2022 15:27,2853
09-12-2022 15:27,2870
10-12-2022 15:27,2880
11-12-2022 15:27,2849
12-12-2022 15:27,2890
13-12-2022 15:27,2870
14-12-2022 15:27,2885
15-12-2022 15:27,2893
16-12-2022 15:27,2836
17-12-2022 15:27,2872
18-12-2022 15:27,2791
19-12-2022 15:27,2882
20-12-2022 15:27,2868
21-12-2022 15:27,2853
22-12-2022 15:27,2831
23-12-2022 15:27,2858
24-12-2022 15:27,2881
25-12-2022 15:27,2840
26-12-2022 15:27,2904
27-12-2022 15:27,2830
28-12-2022 15:27,2828
29-12-2022 15:27,2870
30-12-2022 15:27,2870
31-12-2022 15:27,2838
01-01-2023 15:27,2918
02-01-2023 15:27,2890
03-01-2023 15:27,2909
04-01-2023 15:27,2863
05-01-2023 15:27,2903
06-01-2023 15:27,2879
07-01-2023 15:27,2890
08-01-2023 15:27,2910
09-01-2023 15:27,2829
10-01-2023 15:27,2888
11-01-2023 15:27,2830
12-01-2023 15:27,2948
13-01-2023 15:27,2923
14-01-2023 15:27,2868
15-01-2023 15:27,2905
16-01-2023 15:27,2910
17-01-2023 15:27,2927
18-01-2023 15:27,2904
19-01-2023 15:27,2942
20-01-2023 15:27,2932
21-01-2023 15:27,2925
22-01-2023 15:27,2944
23-01-2023 15:27,2905
24-01-2023 15:27,2948
25-01-2023 15:27,2904
26-01-2023 15:27,2955
27-01-2023 15:27,2905
28-01-2023 15:27,2930
29-01-2023 15:27,2904
30-01-2023 15:27,2949
31-01-2023 15:27,2907
01-02-2023 15:27,2965
02-02-2023 15:27,2899
03-02-2023 15:27,2970
04-02-2023 15:27,3006
05-02-2023 15:27,2929
06-02-2023 15:27,2911
07-02-2023 15:27,2972
08-02-2023 15:27,2954
09-02-2023 15:27,2963
10-02-2023 15:27,3055
11-02-2023 15:27,2928
12-02-2023 15:27,2984
13-02-2023 15:27,2971
14-02-2023 15:27,3000
15-02-2023 15:27,2996
16-02-2023 15:27,2995
17-02-2023 15:27,3001
18-02-2023 15:27,3023
19-02-2023 15:27,2962
20-02-2023 15:27,2985
21-02-2023 15:27,2984
22-02-2023 15:27,3042
23-02-2023 15:27,2983
24-02-2023 15:27,2971
25-02-2023 15:27,3012
26-02-2023 15:27,3067
27-02-2023 15:27,3041
28-02-2023 15:27,3017
01-03-2023 15:27,3022
02-03-2023 15:27,3004
03-03-2023 15:27,3018
04-03-2023 15:27,3006
05-03-2023 15:27,3049
06-03-2023 15:27,2975
07-03-2023 15:27,3034
08-03-2023 15:27,3060
09-03-2023 15:27,3026
10-03-2023 15:27,2981
11-03-2023 15:27,3027
12-03-2023 15:27,3020
13-03-2023 15:27,3077
14-03-2023 15:27,3069
15-03-2023 15:27,3032
16-03-2023 15:27,3080
17-03-2023 15:27,3070
18-03-2023 15:27,3076
19-03-2023 15:27,3061
20-03-2023 15:27,3022
21-03-2023 15:27,3017
22-03-2023 15:27,3112
23-03-2023 15:27,3063
24-03-2023 15:27,3061
25-03-2023 15:27,3077
26-03-2023 15:27,3060
27-03-2023 15:27,3069
28-03-2023 15:27,3100
29-03-2023 15:27,3062
30-03-2023 15:27,3112
31-03-2023 15:27,3117
01-04-2023 15:27,3106
02-04-2023 15:27,3119
03-04-2023 15:27,3063
04-04-2023 15:27,3127
05-04-2023 15:27,3062
06-04-2023 15:27,3101
07-04-2023 15:27,3142
08-04-2023 15:27,3145
09-04-2023 15:27,3081
10-04-2023 15:27,3121
11-04-2023 15:27,3148
12-04-2023 15:27,3095
13-04-2023 15:27,3076
14-04-2023 15:27,3060
15-04-2023 15:27,3083
16-04-2023 15:27,3110
17-04-2023 15:27,3096
18-04-2023 15:27,3154
19-04-2023 15:27,3070
20-04-2023 15:27,3139
21-04-2023 15:27,3118
22-04-2023 15:27,3125
23-04-2023 15:27,3059
24-04-2023 15:27,3134
25-04-2023 15:27,3189
26-04-2023 15:27,3084
27-04-2023 15:27,3146
28-04-2023 15:27,3122
29-04-2023 15:27,3131
30-04-2023 15:27,3138
01-05-2023 15:27,3165
02-05-2023 15:27,3141
03-05-2023 15:27,3125
04-05-2023 15:27,3173
05-05-2023 15:27,3158
06-05-2023 15:27,3157
07-05-2023 15:27,3113
08-05-2023 15:27,3135
09-05-2023 15:27,3158
10-05-2023 15:27,3135
11-05-2023 15:27,3143
12-05-2023 15:27,3203
13-05-2023 15:27,3200
14-05-2023 15:27,3155
15-05-2023 15:27,3128
16-05-2023 15:27,3149
17-05-2023 15:27,3205
18-05-2023 15:27,3165
19-05-2023 15:27,3166
20-05-2023 15:27,3154
21-05-2023 15:27,3134
22-05-2023 15:27,3105
23-05-2023 15:27,3144
24-05-2023 15:27,3199
25-05-2023 15:27,3158
26-05-2023 15:27,3179
27-05-2023 15:27,3113
28-05-2023 15:27,3125
29-05-2023 15:27,3147
30-05-2023 15:27,3146
31-05-2023 15:27,3134
01-06-2023 15:27,3102
02-06-2023 15:27,3122
03-06-2023 15:27,3198
04-06-2023 15:27,3162
05-06-2023 15:27,3143
06-06-2023 15:27,3143
07-06-2023 15:27,3111
08-06-2023 15:27,3127
09-06-2023 15:27,3138
10-06-2023 15:27,3098
11-06-2023 15:27,3163
12-06-2023 15:27,3186
13-06-2023 15:27,3131
14-06-2023 15:27,3205
15-06-2023 15:27,3125
16-06-2023 15:27,3128
17-06-2023 15:27,3136
18-06-2023 15:27,3158
19-06-2023 15:27,3200
20-06-2023 15:27,3147
21-06-2023 15:27,3144
22-06-2023 15:27,3149
23-06-2023 15:27,3087
24-06-2023 15:27,3172
25-06-2023 15:27,3153
26-06-2023 15:27,3137
27-06-2023 15:27,3064
28-06-2023 15:27,3133
29-06-2023 15:27,3151
30-06-2023 15:27,3095
01-07-2023 15:27,3119
02-07-2023 15:27,3117
03-07-2023 15:27,3071
04-07-2023 15:27,3106
05-07-2023 15:27,3110
06-07-2023 15:27,3118
07-07-2023 15:27,3138
08-07-2023 15:27,3123
09-07-2023 15:27,3066
10-07-2023 15:27,3182
11-07-2023 15:27,3152
12-07-2023 15:27,3066
13-07-2023 15:27,3111
14-07-2023 15:27,3076
15-07-2023 15:27,3140
16-07-2023 15:27,3077
17-07-2023 15:27,3096
18-07-2023 15:27,3116
19-07-2023 15:27,3131
20-07-2023 15:27,3104
21-07-2023 15:27,3084
22-07-2023 15:27,3041
23-07-2023 15:27,3111
24-07-2023 15:27,3072
25-07-2023 15:27,3047
26-07-2023 15:27,3097
27-07-2023 15:27,3030
28-07-2023 15:27,3094
29-07-2023 15:27,2999
30-07-2023 15:27,3073
31-07-2023 15:27,3043
01-08-2023 15:27,3080
02-08-2023 15:27,3060
03-08-2023 15:27,3044
04-08-2023 15:27,3079
05-08-2023 15:27,3020
06-08-2023 15:27,3017
07-08-2023 15:27,3032
08-08-2023 15:27,3082
09-08-2023 15:27,3092
10-08-2023 15:27,3067
11-08-2023 15:27,3062
12-08-2023 15:27,3012
13-08-2023 15:27,3013
14-08-2023 15:27,3053
15-08-2023 15:27,3030
16-08-2023 15:27,2994
17-08-2023 15:27,2998
18-08-2023 15:27,3038
19-08-2023 15:27,2949
20-08-2023 15:27,2964
21-08-2023 15:27,3026
22-08-2023 15:27,2984
23-08-2023 15:27,3015
24-08-2023 15:27,2962
25-08-2023 15:27,3044
26-08-2023 15:27,3010
27-08-2023 15:27,3000
28-08-2023 15:27,3042
29-08-2023 15:27,2986
30-08-2023 15:27,2961
31-08-2023 15:27,2974
01-09-2023 15:27,2943
02-09-2023 15:27,2964
03-09-2023 15:27,3002
04-09-2023 15:27,2961
05-09-2023 15:27,2991
06-09-2023 15:27,2969
07-09-2023 15:27,2906
08-09-2023 15:27,3008
09-09-2023 15:27,2980
10-09-2023 15:27,2948
11-09-2023 15:27,2970
12-09-2023 15:27,2992
13-09-2023 15:27,2961
14-09-2023 15:27,2953
15-09-2023 15:27,2936
16-09-2023 15:27,2946
17-09-2023 15:27,2967
18-09-2023 15:27,2955
19-09-2023 15:27,2949
20-09-2023 15:27,2926
21-09-2023 15:27,2957
22-09-2023 15:27,2943
23-09-2023 15:27,2948
24-09-2023 15:27,2920
25-09-2023 15:27,2920
26-09-2023 15:27,2964
27-09-2023 15:27,2890
28-09-2023 15:27,2937
29-09-2023 15:27,2860
30-09-2023 15:27,2888
01-10-2023 15:27,2960
02-10-2023 15:27,2877
03-10-2023 15:27,2922
04-10-2023 15:27,2935
05-10-2023 15:27,2863
06-10-2023 15:27,2865
07-10-2023 15:27,2901
08-10-2023 15:27,2868
09-10-2023 15:27,2916
10-10-2023 15:27,2920
11-10-2023 15:27,2896
12-10-2023 15:27,2909
13-10-2023 15:27,2875
14-10-2023 15:27,2885
15-10-2023 15:27,2879
16-10-2023 15:27,2906
17-10-2023 15:27,2910
18-10-2023 15:27,2943
19-10-2023 15:27,2886
20-10-2023 15:27,2892
21-10-2023 15:27,2896
22-10-2023 15:27,2786
23-10-2023 15:27,2874
24-10-2023 15:27,2863
25-10-2023 15:27,2886
26-10-2023 15:27,2879
27-10-2023 15:27,2863
28-10-2023 15:27,2853
29-10-2023 15:27,2881
30-10-2023 15:27,2891
31-10-2023 15:27,2850
01-11-2023 15:27,2804
02-11-2023 15:27,2852
03-11-2023 15:27,2878
04-11-2023 15:27,2877
05-11-2023 15:27,2841
06-11-2023 15:27,2866
07-11-2023 15:27,2851
08-11-2023 15:27,2858
09-11-2023 15:27,2810
10-11-2023 15:27,2865
11-11-2023 15:27,2786
12-11-2023 15:27,2927
13-11-2023 15:27,2833
14-11-2023 15:27,2825
15-11-2023 15:27,2847
16-11-2023 15:27,2899
17-11-2023 15:27,2865
18-11-2023 15:27,2853
19-11-2023 15:27,2859
20-11-2023 15:27,2863
21-11-2023 15:27,2915
22-11-2023 15:27,2830
23-11-2023 15:27,2828
24-11-2023 15:27,2854
25-11-2023 15:27,2857
26-11-2023 15:27,2860
27-11-2023 15:27,2865
28-11-2023 15:27,2869
29-11-2023 15:27,2849
30-11-2023 15:27,2872
01-12-2023 15:27,2817
02-12-2023 15:27,2880
03-12-2023 15:27,2831
04-12-2023 15:27,2888
05-12-2023 15:27,2809
06-12-2023 15:27,2812
07-12-2023 15:27,2876
08-12-2023 15:27,2899
09-12-2023 15:27,2869
10-12-2023 15:27,2877
11-12-2023 15:27,2897
12-12-2023 15:27,2838
13-12-2023 15:27,2843
14-12-2023 15:27,2871
15-12-2023 15:27,2907
16-12-2023 15:27,2885
17-12-2023 15:27,2885
18-12-2023 15:27,2821
19-12-2023 15:27,2861
20-12-2023 15:27,2874
21-12-2023 15:27,2886
22-12-2023 15:27,2848
23-12-2023 15:27,2929
24-12-2023 15:27,2832
25-12-2023 15:27,2862
26-12-2023 15:27,2871
27-12-2023 15:27,2835
28-12-2023 15:27,2822
29-12-2023 15:27,2906
30-12-2023 15:27,2853
31-12-2023 15:27,2877
01-01-2024 15:27,2884
02-01-2024 15:27,2886
03-01-2024 15:27,2895
04-01-2024 15:27,2890
05-01-2024 15:27,2846
06-01-2024 15:27,2896
07-01-2024 15:27,2892
08-01-2024 15:27,2887
09-01-2024 15:27,2878
10-01-2024 15:27,2879
11-01-2024 15:27,2880
12-01-2024 15:27,2888
13-01-2024 15:27,2930
14-01-2024 15:27,2937
15-01-2024 15:27,2897
16-01-2024 15:27,2883
17-01-2024 15:27,2948
18-01-2024 15:27,2936
19-01-2024 15:27,2921
20-01-2024 15:27,2857
21-01-2024 15:27,2889
22-01-2024 15:27,2948
23-01-2024 15:27,2949
24-01-2024 15:27,2935
25-01-2024 15:27,2936
26-01-2024 15:27,2938
27-01-2024 15:27,2986
28-01-2024 15:27,2961
29-01-2024 15:27,2938
30-01-2024 15:27,2965
31-01-2024 15:27,2995
01-02-2024 15:27,2936
02-02-2024 15:27,2865
03-02-2024 15:27,2942
04-02-2024 15:27,2919
05-02-2024 15:27,2957
06-02-2024 15:27,2965
07-02-2024 15:27,2916
08-02-2024 15:27,3007
09-02-2024 15:27,3014
10-02-2024 15:27,2980
11-02-2024 15:27,2949
12-02-2024 15:27,2961
13-02-2024 15:27,2979
14-02-2024 15:27,2991
15-02-2024 15:27,3012
16-02-2024 15:27,2964
17-02-2024 15:27,2956
18-02-2024 15:27,2948
19-02-2024 15:27,2956
20-02-2024 15:27,2982
21-02-2024 15:27,2931
22-02-2024 15:27,2978
23-02-2024 15:27,2983
24-02-2024 15:27,654
